Date,Open,High,Low,Close,Volume,Adjusted,CloseLag1,CloseLag2,CloseLag3,HML,HMLLag1,HMLLag2,HMLLag3,OMC,OMCLag1,OMCLag2,OMCLag3,VolumeLag1,VolumeLag2,VolumeLag3,CloseEMA2,CloseEMA4,CloseEMA8,LogReturn,Target
2014-10-03,375.181,377.695,357.859,359.512,30901200.0,359.5119934082031,375.072,383.615,386.944,19.836,12.551,10.599,17.534,15.669,8.916,3.812,-10.856,21777700.0,26229400.0,34707300.0,379.717,384.631,391.75,-0.042370445494222315,0
2014-10-04,359.892,364.487,325.886,328.866,47236500.0,328.8659973144531,359.512,375.072,383.615,38.601,19.836,12.551,10.599,31.026,15.669,8.916,3.812,30901200.0,21777700.0,26229400.0,369.614,377.254,386.336,-0.0890971731632362,0
2014-10-05,328.916,341.801,289.296,320.51,83308096.0,320.510009765625,328.866,359.512,375.072,52.505,38.601,19.836,12.551,8.406,31.026,15.669,8.916,47236500.0,30901200.0,21777700.0,349.24,363.054,376.77,-0.02573685720834996,0
2014-10-06,320.389,345.134,302.56,330.079,79011800.0,330.0790100097656,320.51,328.866,359.512,42.574,52.505,38.601,19.836,-9.69,8.406,31.026,15.669,83308096.0,47236500.0,30901200.0,334.875,350.576,367.473,0.029418542484082596,1
2014-10-07,330.584,339.247,320.482,336.187,49199900.0,336.18701171875,330.079,320.51,328.866,18.765,42.574,52.505,38.601,-5.603,-9.69,8.406,31.026,79011800.0,83308096.0,47236500.0,332.477,344.566,361.332,0.018335537549769843,1
2014-10-08,336.116,354.364,327.188,352.94,54736300.0,352.94000244140625,336.187,330.079,320.51,27.176,18.765,42.574,52.505,-16.824,-5.603,-9.69,8.406,49199900.0,79011800.0,83308096.0,334.332,342.11,357.223,0.048630490107531996,1
2014-10-09,352.748,382.726,347.687,365.026,83641104.0,365.0260009765625,352.94,336.187,330.079,35.039,27.176,18.765,42.574,-12.278,-16.824,-5.603,-9.69,54736300.0,49199900.0,79011800.0,343.636,345.284,356.526,0.03367050886515816,1
2014-10-10,364.687,375.067,352.963,361.562,43665700.0,361.56201171875,365.026,352.94,336.187,22.104,35.039,27.176,18.765,3.125,-12.278,-16.824,-5.603,83641104.0,54736300.0,49199900.0,354.331,351.068,357.904,-0.009535019685869594,0
2014-10-11,361.362,367.191,355.951,362.299,13345200.0,362.29901123046875,361.562,365.026,352.94,11.24,22.104,35.039,27.176,-0.937,3.125,-12.278,-16.824,43665700.0,83641104.0,54736300.0,357.947,354.143,358.495,0.002036301839769173,1
2014-10-12,362.606,379.433,356.144,378.549,17552800.0,378.54901123046875,362.299,361.562,365.026,23.289,11.24,22.104,35.039,-15.943,-0.937,3.125,-12.278,13345200.0,43665700.0,83641104.0,360.123,356.532,359.109,0.04387568380252532,1
2014-10-13,377.921,397.226,368.897,390.414,35221400.0,390.41400146484375,378.549,362.299,361.562,28.329,23.289,11.24,22.104,-12.493,-15.943,-0.937,3.125,17552800.0,13345200.0,43665700.0,369.336,362.981,362.236,0.030862165749712976,1
2014-10-14,391.692,411.698,391.324,400.87,38491500.0,400.8699951171875,390.414,378.549,362.299,20.374,28.329,23.289,11.24,-9.178,-12.493,-15.943,-0.937,35221400.0,17552800.0,13345200.0,379.875,371.017,366.761,0.02642945473533767,1
2014-10-15,400.955,402.227,388.766,394.773,25267100.0,394.77301025390625,400.87,390.414,378.549,13.461,20.374,28.329,23.289,6.182,-9.178,-12.493,-15.943,38491500.0,35221400.0,17552800.0,390.372,379.761,372.231,-0.015326230901940996,0
2014-10-16,394.518,398.807,373.07,382.556,26990000.0,382.5559997558594,394.773,400.87,390.414,25.737,13.461,20.374,28.329,11.962,6.182,-9.178,-12.493,25267100.0,38491500.0,35221400.0,392.573,384.158,375.841,-0.031435894996154054,0
2014-10-17,382.756,385.478,375.389,383.758,13600700.0,383.75799560546875,382.556,394.773,400.87,10.089,25.737,13.461,20.374,-1.002,11.962,6.182,-9.178,26990000.0,25267100.0,38491500.0,387.564,383.689,376.915,0.0031370869973757617,1
