Date,Open,High,Low,Close,Volume,Adjusted,CloseLag1,CloseLag2,CloseLag3,HML,HMLLag1,HMLLag2,HMLLag3,OMC,OMCLag1,OMCLag2,OMCLag3,VolumeLag1,VolumeLag2,VolumeLag3,CloseEMA2,CloseEMA4,CloseEMA8,LogReturn,Target
2017-09-29,4171.62,4214.63,4039.29,4163.07,1367049984.0,4163.06982421875,4174.73,4200.67,3892.35,175.34,169.61,325.23,99.99,8.55,22.4,-307.73,36.06,1712320000.0,1686880000.0,1043740032.0,4101.554,4003.337,3935.996,-0.002796940229908634,0
2017-09-30,4166.11,4358.43,4160.86,4338.71,1207449984.0,4338.7099609375,4163.07,4174.73,4200.67,197.57,175.34,169.61,325.23,-172.6,8.55,22.4,-307.73,1367049984.0,1712320000.0,1686880000.0,4132.312,4050.122,3972.124,0.04132431925839092,1
2017-10-01,4341.05,4403.74,4269.81,4403.74,1208210048.0,4403.740234375,4338.71,4163.07,4174.73,133.93,197.57,175.34,169.61,-62.69,-172.6,8.55,22.4,1207449984.0,1367049984.0,1712320000.0,4235.511,4134.647,4030.449,0.014877173197663997,1
2017-10-02,4395.81,4470.23,4377.46,4409.32,1431730048.0,4409.31982421875,4403.74,4338.71,4163.07,92.77,133.93,197.57,175.34,-13.51,-62.69,-172.6,8.55,1208210048.0,1207449984.0,1367049984.0,4319.626,4213.463,4089.841,0.0012662095917030135,1
2017-10-03,4408.46,4432.47,4258.89,4317.48,1288019968.0,4317.47998046875,4409.32,4403.74,4338.71,173.58,92.77,133.93,197.57,90.98,-13.51,-62.69,-172.6,1431730048.0,1208210048.0,1207449984.0,4364.473,4270.828,4140.671,-0.021048548498460898,0
2017-10-04,4319.37,4352.31,4210.42,4229.36,1116770048.0,4229.35986328125,4317.48,4409.32,4403.74,141.89,173.58,92.77,133.93,90.01,90.98,-13.51,-62.69,1288019968.0,1431730048.0,1208210048.0,4340.976,4284.492,4168.802,-0.020621245145205476,0
2017-10-05,4229.88,4362.64,4164.05,4328.41,1161769984.0,4328.41015625,4229.36,4317.48,4409.32,198.59,141.89,173.58,92.77,-98.53,90.01,90.98,-13.51,1116770048.0,1288019968.0,1431730048.0,4285.168,4268.344,4178.437,0.023149656085278497,1
2017-10-06,4324.46,4413.27,4320.53,4370.81,1069939968.0,4370.81005859375,4328.41,4229.36,4317.48,92.74,198.59,141.89,173.58,-46.35,-98.53,90.01,90.98,1161769984.0,1116770048.0,1288019968.0,4306.789,4285.937,4202.298,0.009748054894297626,1
2017-10-07,4369.35,4443.88,4321.05,4426.89,906928000.0,4426.89013671875,4370.81,4328.41,4229.36,122.83,92.74,198.59,141.89,-57.54,-46.35,-98.53,90.01,1069939968.0,1161769984.0,1116770048.0,4338.8,4310.796,4229.109,0.012748976770246745,1
2017-10-08,4429.67,4624.14,4405.64,4610.48,1313869952.0,4610.47998046875,4426.89,4370.81,4328.41,218.5,122.83,92.74,198.59,-180.81,-57.54,-46.35,-98.53,906928000.0,1069939968.0,1161769984.0,4382.845,4344.799,4260.577,0.04063463202861561,1
2017-10-09,4614.52,4878.71,4564.25,4772.02,1968739968.0,4772.02001953125,4610.48,4426.89,4370.81,314.46,218.5,122.83,92.74,-157.5,-180.81,-57.54,-46.35,1313869952.0,906928000.0,1069939968.0,4496.662,4422.615,4316.248,0.03443773060751759,1
2017-10-10,4776.21,4922.17,4765.1,4781.99,1597139968.0,4781.990234375,4772.02,4610.48,4426.89,157.07,314.46,218.5,122.83,-5.78,-157.5,-180.81,-57.54,1968739968.0,1313869952.0,906928000.0,4634.341,4524.954,4388.763,0.0020871274361351166,1
2017-10-11,4789.25,4873.73,4751.63,4826.48,1222279936.0,4826.47998046875,4781.99,4772.02,4610.48,122.1,157.07,314.46,218.5,-37.23,-5.78,-157.5,-180.81,1597139968.0,1968739968.0,1313869952.0,4708.166,4600.238,4451.327,0.009260592591038536,1
2017-10-12,4829.58,5446.91,4822.0,5446.91,2791610112.0,5446.91015625,4826.48,4781.99,4772.02,624.91,122.1,157.07,314.46,-617.33,-37.23,-5.78,-157.5,1222279936.0,1597139968.0,1968739968.0,4767.323,4666.503,4511.015,0.12093108463263826,1
2017-10-13,5464.16,5840.3,5436.85,5647.21,3615480064.0,5647.2099609375,5446.91,4826.48,4781.99,403.45,624.91,122.1,157.07,-183.05,-617.33,-37.23,-5.78,2791610112.0,1222279936.0,1597139968.0,5107.117,4895.079,4659.919,0.03611310687508494,1
2017-10-14,5643.53,5837.7,5591.64,5831.79,1669030016.0,5831.7900390625,5647.21,5446.91,4826.48,246.06,403.45,624.91,122.1,-188.26,-183.05,-617.33,-37.23,3615480064.0,2791610112.0,1222279936.0,5377.163,5115.373,4817.001,0.03216238155630449,1
2017-10-15,5835.96,5852.48,5478.61,5678.19,1976039936.0,5678.18994140625,5831.79,5647.21,5446.91,373.87,246.06,403.45,624.91,157.77,-188.26,-183.05,-617.33,1669030016.0,3615480064.0,2791610112.0,5604.477,5325.207,4978.457,-0.026691482867168537,0
2017-10-16,5687.57,5776.23,5544.21,5725.59,2008070016.0,5725.58984375,5678.19,5831.79,5647.21,232.02,373.87,246.06,403.45,-38.02,157.77,-188.26,-183.05,1976039936.0,1669030016.0,3615480064.0,5641.333,5428.593,5089.787,0.008313063950489405,1
2017-10-17,5741.58,5800.35,5472.72,5605.51,1821570048.0,5605.509765625,5725.59,5678.19,5831.79,327.63,232.02,373.87,246.06,136.07,-38.02,157.77,-188.26,2008070016.0,1976039936.0,1669030016.0,5683.462,5515.581,5190.946,-0.021195572848553824,0
2017-10-18,5603.82,5603.82,5151.44,5590.69,2399269888.0,5590.68994140625,5605.51,5725.59,5678.19,452.38,327.63,232.02,373.87,13.13,136.07,-38.02,157.77,1821570048.0,2008070016.0,1976039936.0,5644.486,5541.921,5256.904,-0.002647296986752327,0
2017-10-19,5583.74,5744.35,5531.06,5708.52,1780540032.0,5708.52001953125,5590.69,5605.51,5725.59,213.29,452.38,327.63,232.02,-124.78,13.13,136.07,-38.02,2399269888.0,1821570048.0,2008070016.0,5617.588,5556.205,5310.011,0.020857095323062205,1
2017-10-20,5708.11,6060.11,5627.23,6011.45,2354429952.0,6011.4501953125,5708.52,5590.69,5605.51,432.88,213.29,452.38,327.63,-303.34,-124.78,13.13,136.07,1780540032.0,2399269888.0,1821570048.0,5663.054,5600.817,5373.415,0.0517062173997819,1
2017-10-21,5996.79,6194.88,5965.07,6031.6,2207099904.0,6031.60009765625,6011.45,5708.52,5590.69,229.81,432.88,213.29,452.38,-34.81,-303.34,-124.78,13.13,2354429952.0,1780540032.0,2399269888.0,5837.252,5721.089,5474.929,0.0033463152036217036,1
2017-10-22,6036.66,6076.26,5792.34,6008.42,2034630016.0,6008.419921875,6031.6,6011.45,5708.52,283.92,229.81,432.88,213.29,28.24,-34.81,-303.34,-124.78,2207099904.0,2354429952.0,1780540032.0,5934.426,5812.035,5563.497,-0.0038505258934469068,0
2017-10-23,6006.0,6075.59,5732.47,5930.32,2401840128.0,5930.31982421875,6008.42,6031.6,6011.45,343.12,283.92,229.81,432.88,75.68,28.24,-34.81,-303.34,2034630016.0,2207099904.0,2354429952.0,5971.423,5869.555,5634.286,-0.013083660993739222,0
2017-10-24,5935.52,5935.52,5504.18,5526.64,2735699968.0,5526.64013671875,5930.32,6008.42,6031.6,431.34,343.12,283.92,229.81,408.88,75.68,28.24,-34.81,2401840128.0,2034630016.0,2207099904.0,5950.871,5887.353,5681.386,-0.07049808413802779,0
2017-10-25,5524.6,5754.33,5397.88,5750.8,1966989952.0,5750.7998046875,5526.64,5930.32,6008.42,356.45,431.34,343.12,283.92,-226.2,408.88,75.68,28.24,2735699968.0,2401840128.0,2034630016.0,5738.756,5781.702,5656.765,0.039758880928574096,1
2017-10-26,5747.95,5976.8,5721.22,5904.83,1905040000.0,5904.830078125,5750.8,5526.64,5930.32,255.58,356.45,431.34,343.12,-156.88,-226.2,408.88,75.68,1966989952.0,2735699968.0,2401840128.0,5744.778,5772.651,5671.727,0.026431731700242787,1
2017-10-27,5899.74,5988.39,5728.82,5780.9,1710130048.0,5780.89990234375,5904.83,5750.8,5526.64,259.57,255.58,356.45,431.34,118.84,-156.88,-226.2,408.88,1905040000.0,1966989952.0,2735699968.0,5824.804,5811.366,5708.814,-0.021211310291386017,0
2017-10-28,5787.82,5876.72,5689.19,5753.09,1403920000.0,5753.08984375,5780.9,5904.83,5750.8,187.53,259.57,255.58,356.45,34.73,118.84,-156.88,-226.2,1710130048.0,1905040000.0,1966989952.0,5802.852,5802.442,5720.283,-0.004822288401198703,0
2017-10-29,5754.44,6255.71,5724.58,6153.85,2859040000.0,6153.85009765625,5753.09,5780.9,5904.83,531.13,187.53,259.57,255.58,-399.41,34.73,118.84,-156.88,1403920000.0,1710130048.0,1905040000.0,5777.971,5787.987,5725.503,0.06734084346998825,1
2017-10-30,6114.85,6214.99,6040.85,6130.53,1772150016.0,6130.52978515625,6153.85,5753.09,5780.9,174.14,531.13,187.53,259.57,-15.68,-399.41,34.73,118.84,2859040000.0,1403920000.0,1710130048.0,5965.91,5895.146,5793.655,-0.003796746882877619,0
2017-10-31,6132.02,6470.43,6103.33,6468.4,2311379968.0,6468.39990234375,6130.53,6153.85,5753.09,367.1,174.14,531.13,187.53,-336.38,-15.68,-399.41,34.73,1772150016.0,2859040000.0,1403920000.0,6048.22,5964.088,5847.253,0.05364759642581373,1
2017-11-01,6440.97,6767.31,6377.88,6767.31,2870320128.0,6767.31005859375,6468.4,6130.53,6153.85,389.43,367.1,174.14,531.13,-326.34,-336.38,-15.68,-399.41,2311379968.0,1772150016.0,2859040000.0,6258.31,6111.798,5946.079,0.04517490778615678,1
2017-11-02,6777.77,7367.33,6758.72,7078.5,4653770240.0,7078.5,6767.31,6468.4,6130.53,608.61,389.43,367.1,174.14,-300.73,-326.34,-336.38,-15.68,2870320128.0,2311379968.0,1772150016.0,6512.81,6303.793,6076.74,0.04495834544204169,1
2017-11-03,7087.53,7461.29,7002.94,7207.76,3369860096.0,7207.759765625,7078.5,6767.31,6468.4,458.35,608.61,389.43,367.1,-120.23,-300.73,-326.34,-336.38,4653770240.0,2870320128.0,2311379968.0,6795.655,6530.699,6236.124,0.018096170044845903,1
2017-11-04,7164.48,7492.86,7031.28,7379.95,2483800064.0,7379.9501953125,7207.76,7078.5,6767.31,461.58,458.35,608.61,389.43,-215.47,-120.23,-300.73,-326.34,3369860096.0,4653770240.0,2870320128.0,7001.707,6729.006,6390.714,0.023608699089706,1
2017-11-05,7404.52,7617.48,7333.19,7407.41,2380410112.0,7407.41015625,7379.95,7207.76,7078.5,284.29,461.58,458.35,608.61,-2.89,-215.47,-120.23,-300.73,2483800064.0,3369860096.0,4653770240.0,7190.829,6919.663,6548.105,0.003713981650421861,1
2017-11-06,7403.22,7445.77,7007.31,7022.76,3111899904.0,7022.759765625,7407.41,7379.95,7207.76,438.46,284.29,461.58,458.35,380.46,-2.89,-215.47,-120.23,2380410112.0,2483800064.0,3369860096.0,7299.119,7062.521,6684.824,-0.053324601848219855,0
2017-11-07,7023.1,7253.32,7023.1,7144.38,2326340096.0,7144.3798828125,7022.76,7407.41,7379.95,230.22,438.46,284.29,461.58,-121.28,380.46,-2.89,-215.47,3111899904.0,2380410112.0,2483800064.0,7160.94,7050.875,6738.591,0.017169747457020566,1
